index,year,region_id,region,artisan,livestock_fisher_miner_quarry,driver,house_worker,manager_administrator_professional,salesperson,service_worker,worker,total,total_pea_thousands
474,2022,5,Ayacucho,4.5239,49.07316,4.59808,1.07499,7.79178,12.81124,11.49392,5.7611,100,407.32792245
475,2022,6,Cajamarca,7.90871,50.97371,4.59542,1.05508,8.87367,10.39206,8.04938,5.81245,100,861.23159878
476,2022,7,Callao,14.17683,0.51602,8.53237,3.66081,12.51224,21.55643,22.47713,5.62142,100,563.29616706
477,2022,8,Cusco,6.91569,43.39009,4.86655,0.7255,9.01734,15.94027,10.38026,5.57361,100,793.99901152
478,2022,9,Huancavelica,5.06273,61.80579,2.70117,0.46894,5.21179,9.33228,8.40824,4.6328,100,292.87036088
479,2022,10,Huanuco,7.04671,53.08559,5.30169,0.67875,6.18077,13.09524,8.44794,3.96234,100,498.67838064
480,2022,11,Ica,10.35091,18.89719,9.38675,1.387,10.22228,17.98773,18.10514,8.25405,100,462.88675974
481,2022,12,Junin,7.74334,38.77212,6.40477,0.93633,11.24305,12.32088,12.20744,6.39313,100,773.38930859
482,2022,13,La Libertad,11.27257,23.39471,6.90059,2.7038,11.91553,16.14177,17.06086,5.79426,100,1048.74879587
483,2022,14,Lambayeque,9.55128,21.17806,9.00929,2.29667,11.84366,20.36207,13.65642,7.02282,100,707.01497382
484,2022,15,Lima,15.09234,3.61419,7.90519,3.96506,16.99334,20.1898,18.14764,4.56712,100,5453.53901508
485,2022,16,Loreto,8.75169,27.24903,7.82215,1.79663,10.17666,19.10999,15.58989,5.63561,100,553.30853704
486,2022,17,Madre de Dios,10.53142,25.63031,8.95763,0.90474,6.92168,14.59512,17.86049,8.14044,100,93.29321596
487,2022,18,Moquegua,8.93794,20.71835,7.67629,1.33796,14.70189,14.93545,14.40564,9.69667,100,113.10082816
488,2022,19,Pasco,6.19669,45.25285,6.23324,0.7623,11.62078,10.24713,10.64017,4.50113,100,177.75372218
489,2022,20,Piura,9.24112,29.75751,8.36491,2.34495,7.96211,16.79431,14.96865,6.72021,100,1021.15984823
490,2022,21,Puno,8.95869,41.78288,6.34176,0.35402,6.21383,14.47891,9.63746,9.58795,100,838.67644116
491,2022,22,San Martin,6.24282,49.44126,4.75621,1.28727,7.09096,13.30313,10.66383,3.76199,100,528.35815649
492,2022,23,Tacna,13.03779,16.75182,8.23742,1.84504,14.58211,18.66309,15.47195,5.36895,100,196.63983902
493,2022,24,Tumbes,10.25013,15.65634,12.97866,2.38255,8.66543,17.22493,21.03819,6.36229,100,141.06285672
494,2022,25,Ucayali,11.63296,24.32806,8.83602,1.63771,9.06318,18.33529,16.87701,4.83429,100,297.51974524
